eth_date,day_id,sinksar_saints_count,tselot_books_count,matched,missing_count,match_rate_percent,missing_saints_list
6-23,173,10,13,4,6,40,ቅዱስ አውስግንዮስ ሰማዕት (annual) | ቅዱስ ሰሎሞን ንጉሠ እስራኤል (monthly) | አባ ጢሞቴዎስ ገዳማዊ (monthly) | አባ ሳሙኤል (monthly) | አባ ስምዖን (monthly) | አባ ገብርኤል (monthly)
6-24,174,9,12,3,6,33,ቅዱስ አጋቢጦስ (ጻድቅ ኤዺስቆዾስ) (annual) | ቅዱስ ጢሞቴዎስ ሰማዕት (ዘጋዛ) (annual) | ቅዱስ ሚናስ ዘቆዽሮስ (annual) | ቅዱስ ሙሴ ፀሊም (monthly) | ቅዱስ ቶማስ ዘመርዐስ (monthly) | ቅዱስ አብላርዮስ ታላቁ (monthly)
6-25,175,10,8,2,8,20,ቅዱስ አባ አቡፋና ጻድቅ (annual) | ቅዱስ እንጦኒ /Anthony/ ሐዲስ ሰማዕት (annual) | ቅዱሳን ሰማዕታት -አውሳንዮስ ፊልሞናና ሉቅያ ድንግል (የቅዱስ ዻውሎስ ሐዋርያ ደቀ መዛሙርት) (annual) | ቅዱስ ቶና ዲያቆንና ሰማዕት (annual) | ቅዱስ ሚናስ ዘሃገረ ቁስ (annual) | ቅድስት ቴክላ ሐዋርያዊት (monthly) | ቅዱስ አበከረዙን ሰማዕት (monthly) | ቅዱስ ዱማድዮስ ሶርያዊ (monthly)
6-26,176,8,2,1,7,12,"ቅዱስ ሆሴዕ ነቢይ (ከ፲፪ቱ ደቂቀ ነቢያት) (annual) | ቅዱስ ሳዶቅ ሰማዕት (annual) | ""፰0፰"" ሰማዕታት (ከቅ/ሳዶቅ ጋር የተሰየፉ) (annual) | ቅዱስ ቶማስ ሐዋርያ (monthly) | አቡነ ሐብተ ማርያም ጻድቅ (monthly) | ቅዱሳን ሰማዕታተ ናግራን (monthly) | አቡነ ሰላማ ከሣቴ ብርሃን (monthly)"
6-27,177,8,15,2,6,25,አባ አንስጣስዮስ ርቱዓ ሃይማኖት (ዘአንጾኪያ) (annual) | አቡነ መብዐ ፅዮን ጻድቅ (monthly) | ቅዱስ መቃርስ (የመነኮሳት ሁሉ አለቃ) (monthly) | ቅዱስ ያዕቆብ ዘግሙድ (monthly) | ቅዱስ ገላውዴዎስ ሰማዕት (ንጉሠ ኢትዮጵያ) (monthly) | ቅዱስ ቢፋሞን ጻድቅና ሰማዕት (monthly)
6-28,178,6,7,2,4,33,"""፮,፴፬"" ሰማዕታት (በቅ/ቴዎድሮስ አምላክ አምነው ሰማዕትነት የተቀበሉ) (annual) | ቅዱሳን አበው (አብርሃም ይስሐቅና ያዕቆብ) (monthly) | ቅዱስ እንድራኒቆስና ሚስቱ ቅድስት አትናስያ (monthly) | ቅድስት ዓመተ ክ ክርስቶስ (monthly)"
6-29,179,8,11,3,5,38,ቅዱሱ ሕፃን (የፍቅርተ ክርስቶስ ልጅ) (annual) | ቅዱስ ቢላካርዮስ ዘሃገረ አርሞኒ (አረጋዊ ደራሲ ጻድቅና ሰማዕት) (annual) | ቅድስት አርሴማ ድንግል (monthly) | ቅዱስ ዼጥሮስ ተፍጻሜተ ሰማዕት (monthly) | ቅዱስ ማርቆስ ዘቶርማቅ (monthly)
6-30,180,5,5,2,3,40,አባ ሣሉሲ ክቡር (monthly) | ቅዱስ ጐርጐርዮስ ነባቤ መለኮት (monthly) | ቅድስት ሶፍያ ሰማዕት (monthly)
7-1,181,10,12,3,7,30,አባታችን ማቱሣላ (በ፱፮፱ ዓመቱ ያረፈበት) (annual) | ቅዱስ በርኪሶስ ዘኢየሩሳሌም (annual) | ቅዱስ እለእስክንድሮስ (annual) | ቅዱስ መርቆሬዎስ (annual) | አባ ሚካኤል ዘሀገረ አትሪብና አባ ዮሐንስ ዘሀገረ ቡርልስ (፪ቱ አባቶች ሃይማኖተ አበውን ግፃዌንና ስንክሳርን ያዘጋጁ ናቸው) (annual) | ቅዱስ በርተሎሜዎስ ሐዋርያ (monthly) | ቅዱስ ሚልኪ ትሩፈ ምግባር (monthly)
7-2,182,10,4,2,8,20,ቅዱስ ጎርጎርዮስ ረዓዬ ኅቡዓት (ዘሃገረ ሮሀ) (annual) | አቡነ መክፈልተ ማርያም ጻድቅ (ኢትዮዽያዊ) (annual) | አባ መከራዊ ዘሀገረ ኒቅዮስ (አረጋዊ ጻድቅ ዻዻስና ሰማዕት) (annual) | ቅዱስ ዕዮብ ጻድቅ ተአጋሲ (monthly) | ቅዱስ አቤል ጻድቅ (monthly) | ቅዱስ አባ ዻውሊ ገዳማዊ (ታላቁ) (monthly) | ቅዱስ ሳዊሮስ ዘአንጾኪያ (monthly) | አባ ሕርያቆስ ዘሀገረ ብሕንሳ (monthly)
7-3,183,8,11,4,4,50,ቅዱስ አባ ቆዝሞስ (የእስክንድርያ ሊቀ ዻዻሳት) (annual) | አባ በርፎንዮስ ክቡር (annual) | በዓታ ለእግዝእትነ ማርያም ድንግል ወላዲተ አምላክ (monthly) | ቅዱሳን ሊቃነ ካህናት አበው (ዘካርያስና ስምዖን) (monthly)
7-4,184,6,9,3,3,50,የቅዱሳን ሊቃውንት ጉባዔ (አሞር ደሴት ውስጥ) (annual) | ቅዱስ ሐኑልዮስ መኮንን (ሰማዕት) (annual) | ቅድስት ሶፍያ ሰማዕት (monthly)
7-5,185,9,7,1,8,11,ቅዱስ አባ ሰረባሞን (በምድረ ግብፅ ምንኩስናን ካስፋፉ ታላላቅ ቅዱሳን አንዱ) (annual) | አባ ግርማኖስ ጻድቅ (ሶርያዊ) (annual) | ቅድስት አውዶክስያ ሰማዕት (ከከፋ የኃጢአት ሕይወት ተመልሳ ለቅድስና የበቃች እናት) (annual) | ቅዱሳን ስምዖንና ሚስቱ አቅሌስያ (የአቡነ ገብረ መንፈስ ቅዱስ ወላጆች) (annual) | ቅዱስ ዼጥሮስ ሊቀ ሐዋርያት (monthly) | ቅዱስ ዻውሎስ ሐዋርያ (monthly) | ቅዱስ ዮሐኒ ኢትዮዽያዊ (monthly) | ቅዱስ አሞኒ ዘናሒሶ (monthly)
7-6,186,16,12,4,12,25,ጻድቁ ዐፄ ገብረ መስቀል (የኢትዮዽያ ንጉሥ) (annual) | ቅዱስ ቴዎዶስዮስ ተአማኒ (ዘቆረንቶስ) (annual) | አባ ዘሩፋኤል ጻድቅ (annual) | አባ እንጦንስ ገዳማዊ (annual) | አባ አርከሌድስ ገዳማዊ (annual) | ቅድስት ደብረ ቁስቁዋም (monthly) | አባታችን ኖኅና እናታችን ሐይከል (monthly) | ቅዱስ ባስልዮስ ዘቂሣርያ (monthly) | ቅዱስ ዮሴፍ አረጋዊ (monthly) | ቅድስት ሰሎሜ (monthly) | አባ አርከ ሥሉስ (monthly) | አባ ጽጌ ድንግል (monthly)
7-7,187,11,7,3,8,27,ጻድቁ ኢትዮዽያዊ ንጉሥ ዐፄ ቴዎድሮስ (annual) | ቅዱስ ቴዎዶጦስ ሰማዕት (annual) | ቅዱስ ፊልሞን ሰማዕት (annual) | ቅዱስ አብላንዮስ ሰማዕት (annual) | አባ ሲኖዳ (የባሕታውያን አለቃ) (monthly) | አባ ዳንኤል ዘገዳመ ሲሐት (monthly) | አባ ባውላ ገዳማዊ (monthly) | ቅዱስ አትናቴዎስ ሐዋርያዊ (monthly)
7-8,188,8,3,1,7,12,ቅዱስ ማትያስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት) (annual) | ቅዱስ አርያኖስ ሰማዕት (በዘመነ ሰማዕታት ብዙ ክርስቲያኖችን ያሳድድ የነበረና ጌታ በንስሃ የጠራው) (annual) | ቅዱስ ዮልዮስ ሊቀ ዻዻሳት (annual) | ቅዱስ ሙሴ ሊቀ ነቢያት (monthly) | ኪሩቤል (አርባዕቱ እንስሳ) (monthly) | አባ ብሶይ (ቢሾይ) (monthly) | አባ ሳሙኤል ዘደብረ ቀልሞን (monthly)
7-9,189,10,9,3,7,30,"ቅዱስ ኩትን ሐዋርያ (annual) | ቅዱስ እንድርያኖስ ሰማዕት (annual) | ቅዱስ አውሳብዮስ ሰማዕት (annual) | ""፪,000"" ሰማዕታት (የአባ ኖብ ማሕበር) (annual) | አባ በርሱማ ሶርያዊ (ለሶርያ መነኮሳት ኁሉ አባት) (monthly) | ""፫፻፲፰ቱ"" ቅዱሳን ሊቃውንት (ርቱዐነ ሃይማኖት ዘኒቅያ) (monthly) | የብሔረ ብፁዐን ጻድቃን (monthly)"
7-10,190,9,8,2,7,22,ቅድስት ዕሌኒ ንግሥት (annual) | ቅዱስ ኪራኮስ አረጋዊ (annual) | ቅዱስ መቃርስ ዘኢየሩሳሌም (annual) | ቅዱስ ናትናኤል ሐዋርያ (monthly) | ቅዱስ ኒቆላዎስ ዘሃገረ ሜራ (monthly) | ቅዱስ ቆስጠንጢኖስ ጻድቅ ንጉሥ (monthly) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ) (monthly)
7-11,191,10,10,4,6,40,አባ አሌፍ ጻድቅ (ከተስዓቱ ቅዱሳን) (annual) | ቅዱስ ቴዎቄጤኖስ ሰማዕት (annual) | ቅዱስ ባስሊዖስ (ዻዻስና ሰማዕት) (annual) | አባ ኤፍሬም ሰማዕት (annual) | አባ ኤልያስ ሰማዕት (annual) | ቅዱስ ገላውዴዎስ ሰማዕት (monthly)
7-12,192,9,18,3,6,33,ቅዱስ ድሜጥሮስ ሊቀ ዻዻሳት (ደንግልናው የተገለጠበት) (annual) | ቅድስት ልዕልተ ወይን (annual) | ቅዱስ መላዚ ሰማዕት (annual) | ቅዱስ ማቴዎስ ሐዋርያ (monthly) | ቅዱስ ዮሐንስ አፈ ወርቅ (monthly) | ቅድስት ክርስቶስ ሠምራ (monthly)
7-13,193,11,17,6,5,55,"ቅዱስ ዲዮናስዮስ (ጻድቅ ሊቀ ዻዻሳት) (annual) | ""፱፱ኙ"" ነገደ መላዕክት (monthly) | ቅዱስ አስከናፍር (monthly) | ""፲፫ቱ"" ግኁሳን አባቶች (monthly) | ቅዱስ አርሳንዮስ ጠቢብ ገዳማዊ (monthly)"
7-14,194,11,2,1,10,9,ቅዱስ ቶማስ ሐዋርያ (ጋኔን ያደረባት ሴትን ፈውሶ አሕዛብን ያሳመነበት) (annual) | ቅዱስ አባ ባጥል ትሩፈ ምግባር (ባንድ ወቅት ከእስክንድርያ ዝሙትን ለማጥፋት የተጋደሉ ጻድቅና አረጋዊ አባት) (annual) | ቅዱስ ሲኖዳ (ሺኖዳ) ሰማዕት (annual) | ቅዱስ ቄርሎስ ሊቀ ዻዻሳት (annual) | ቅዱስ ገብረ ክርስቶስ መርዓዊ (monthly) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | ቅዱስ ሙሴ ( የእግዚአብሔር ሰው) (monthly) | አባ ስምዖን ገዳማዊ (monthly) | አባ ዮሐንስ ጻድቅ (monthly) | እናታችን ቅድስት ነሣሒት (monthly)
7-15,195,9,6,3,6,33,ቅዱስ ሰለፍኮስ ሰማዕት (annual) | አባ ሕልያስ ሰማዕት (annual) | ቅዱስ ጊዮርጊስ ሐዲስ (annual) | ቅዱስ ኤፍሬም ሶርያዊ አፈ በረከት (monthly) | ቅድስት እንባ መሪና (monthly) | ቅድስት ክርስጢና (monthly)
7-16,196,8,3,3,5,38,ቅዱስ አባ ሚካኤል ሊቀ ዻዻሳት (annual) | ቅድስት ኤልሳቤጥ (የመጥምቁ ዮሐንስ እናት) (monthly) | ቅዱስ አኖሬዎስ ንጉሥ ጻድቅ (monthly) | አባ አቡናፍር ገዳማዊ (monthly) | አባ ዳንኤል ጻድቅ (monthly)
7-17,197,12,9,2,10,17,ቅዱስ አልዓዛር ጻድቅ ሐዋርያ (annual) | ቅዱስ ቴዎቅሪጦስ አናጉንስጢስ (ሰማዕት) (annual) | ቅዱስ ተላስስ ሰማዕት (annual) | ቅዱስ ዮሴፍ ኤዺስ ቆዾስ (annual) | ቅዱስ ጊዮርጊስ መስተጋድል (annual) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ ዘብዴዎስ) (monthly) | ቅዱስ ኤዺፋንዮስ ዘቆዽሮስ (monthly) | ቅዱሳን አበው መክሲሞስና ዱማቴዎስ (monthly) | አባ ዸላሞን ፈላሢ (monthly) | አባ ለትጹን የዋህ (monthly)
7-18,198,5,1,1,4,20,ቅዱስ ኤስድሮስ ሰማዕት (annual) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | አቡነ አኖሬዎስ ዘደብረ ጽጋጋ (monthly) | ማር ያዕቆብ ግብፃዊ (monthly)
7-19,199,8,8,3,5,38,ቅዱስ አስከናፍር ሚስቱ ማርታ ልጆቹ አርቃድዮስና ዮሐንስ (annual) | ቅዱስ አርስጥቦሎስ ሐዋርያ (ከ፯፪ቱ አርድእት-የቅ/ዻውሎስ ደቀ መዝሙር) (annual) | ሰባቱ ቅዱሳን ሰማዕታት (ከተለያየ ቦታ ተሰብስበው በክርስቶስ ስም የሞቱ) (annual) | ቅዱስ ኤስድሮስ ሰማዕት (monthly) | አቡነ ስነ ኢየሱስ (monthly)
7-20,200,12,4,2,10,17,ቅዱስ አልዓዛር ጻድቅ ሐዋርያ (የጌታ ወዳጅ) (annual) | ቅዱሳን ሰማዕታት (የቅ/አስጠራጦኒቃ ማሕበር) (annual) | እናታችን ቅድስት ጽጌ- ሥላሴ (ኢትዮዽያዊት) (annual) | ቅዱስ አስቃራን ሰማዕት (annual) | አባ ሚካኤል ሊቀ ዻዻሳት (annual) | ቅዱስ ዮሐንስ ሐፂር (monthly) | ቅዱስ አክሎግ ቀሲስ (monthly) | ቅዱስ አፄ ካሌብ ጻድቅ (ንጉሠ ኢትዮዽያ) (monthly) | አባ አሞንዮስ ዘሃገረ ቶና (monthly) | ቅድስት ሳድዥ የዋሒት (monthly)
7-21,201,10,21,1,9,10,ቅዱሱ ቤተሰብ (አልዓዛር ማርያና ማርታ) (annual) | አባታችን ላሜኅ (የማቱሳላ ልጅ-የጻድቁ ኖኅ አባት) (annual) | ቅዱስ ቴዎድሮስ ሰማዕት (annual) | ቅዱስ ጢሞቴዎስ ሰማዕት (annual) | አበው ጎርጎርዮሳት (monthly) | አቡነ ምዕመነ ድንግል (monthly) | አቡነ አምደ ሥላሴ (monthly) | አባ አሮን ሶርያዊ (monthly) | አባ መርትያኖስ ጻድቅ (monthly)
7-22,202,7,4,1,6,14,ቅዱሳን ሐዋርያት ንጹሐን አርድእትና ቅዱሳት አንስት (የጌታችን ፩፳ ቤተሰቦች) (annual) | ቅዱስ ቄርሎስ መንፈሳዊ (annual) | ቅዱስ ሉቃስ ወንጌላዊ (monthly) | ቅዱስ ደቅስዮስ (የእመቤታችን ወዳጅ) (monthly) | አባ እንጦንዮስ (አበ መነኮሳት) (monthly) | አባ ዻውሊ የዋህ (monthly)
7-23,203,8,14,3,5,38,ቅዱስ ሰሎሞን ንጉሠ እስራኤል (monthly) | አባ ጢሞቴዎስ ገዳማዊ (monthly) | አባ ሳሙኤል (monthly) | አባ ስምዖን (monthly) | አባ ገብርኤል (monthly)
7-24,204,9,12,3,6,33,ቅዱሳን እግዚእ ኃረያና ጸጋ ዘአብ (annual) | ቅዱስ አባ መቃርስ ሊቀ ዻዻሳት (annual) | ቅዱስ አጋቢጦስ ጻድቅ (monthly) | ቅዱስ ሙሴ ፀሊም (monthly) | ቅዱስ ቶማስ ዘመርዐስ (monthly) | ቅዱስ አብላርዮስ ታላቁ (monthly)
7-25,205,7,8,2,5,29,ቅዱስ አንሲፎሮስ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | ቅድስት ቴክላ ሐዋርያዊት (monthly) | ቅዱስ አበከረዙን ሰማዕት (monthly) | ቅዱስ ዱማድዮስ ሶርያዊ (monthly) | ቅዱስ አባ አቡፋና ጻድቅ (monthly)
7-26,206,8,2,1,7,12,ቅዱሳን ሐርያት (annual) | ቅድስት ድንግል ኢዮዸራቅስያ (annual) | ቅዱስ ፍርፍርዮስ ሰማዕት (annual) | ቅዱስ ቶማስ ሐዋርያ (monthly) | አቡነ ሐብተ ማርያም ጻድቅ (monthly) | ቅዱሳን ሰማዕታተ ናግራን (monthly) | አቡነ ሰላማ ከሣቴ ብርሃን (monthly)
7-27,207,11,22,4,7,36,ቅዱስ ዮሐንስ (ፍቁረ እግዚእ) (annual) | ቅዱሳት አንስት (ከእግረ መስቀሉ ያልተለዩ) (annual) | 500' ቅዱሳን ባልንጀሮች (በጌታ ስቅለት ጊዜ ከሞት የተነሱ) (annual) | ቅዱሳን ዮሴፍና ኒቆዲሞስ (annual) | አቡነ መብዐ ፅዮን ጻድቅ (monthly) | ቅዱስ ያዕቆብ ዘግሙድ (monthly) | ቅዱስ ቢፋሞን ጻድቅና ሰማዕት (monthly)
7-28,208,3,3,2,1,67,ጻድቅ ንጉሥ ቁስጠንጢኖስ እረፍቱ (annual)
7-29,209,18,17,7,11,39,ጥንተ ዕለተ ፍጥረት (ዓለም የተፈጠረችበት) (annual) | በዓለ ትስብእት (የጌታችን ጽንሰቱ) (annual) | ጥንተ በዓለ ትንሳኤ (annual) | ዳግም ምጽዐት (annual) | ቅዱስ ዻውሎስ ሐዋርያ (annual) | ቅዱሳት አንስት (ትንሳኤውን የሰበኩ) (annual) | አብርሃ ወአጽብሐ (ጽንሰታቸው) (annual) | ቅዱስ ኢያሱ ነቢይ (ጽንሰቱ) (annual) | ቅድስት አርሴማ ድንግል (monthly) | ቅዱስ ዼጥሮስ ተፍጻሜተ ሰማዕት (monthly) | ቅዱስ ማርቆስ ዘቶርማቅ (monthly)
7-30,210,10,10,4,6,40,ቅዱስ ሶምሶን (መስፍነ እስራኤል) (annual) | ቅዱስ ያዕቆብ ዘግሙድ (ፍልሠቱ) (annual) | እግዚአብሔር ውሃን ከ፫ ከፈለው (ጠፈርን ፈጠረ) (annual) | አባ ሣሉሲ ክቡር (monthly) | ቅዱስ ጐርጐርዮስ ነባቤ መለኮት (monthly) | ቅድስት ሶፍያ ሰማዕት (monthly)
8-1,211,9,12,3,6,33,ቅዱስ አሮን ካህን (የሊቀ ነቢያት ሙሴ ወንድም) (annual) | አባ ስልዋኖስ ጻድቅ (annual) | ቅዱሳን መነኮሳት (annual) | ቅድስት መጥሮንያ (annual) | ቅዱስ በርተሎሜዎስ ሐዋርያ (monthly) | ቅዱስ ሚልኪ ትሩፈ ምግባር (monthly)
8-2,212,11,4,2,9,18,ቅዱስ ክርስቶፎሮስ (ሐዋርያና ሰማዕት) (annual) | አባ ስምዖን ዘሃገረ ሐሊባ (annual) | ቅዱስ መላልኤል (የያሬድ አባት - ከአዳም ፭ኛ ትውልድ) (annual) | እግዚአብሔር ፀሐይን ጨረቃን ከዋክብትን ፈጠረ (annual) | ቅዱስ ኢዮብ ጻድቅ ተአጋሲ (monthly) | ቅዱስ አቤል ጻድቅ (monthly) | ቅዱስ አባ ዻውሊ ገዳማዊ (ታላቁ) (monthly) | ቅዱስ ሳዊሮስ ዘአንጾኪያ (monthly) | አባ ሕርያቆስ ዘሃገረ ብሕንሳ (monthly)
8-3,213,10,11,4,6,40,ቅዱስ መርቄ ጻድቅ (ክርስቲያናዊ ነጋዴ) (annual) | ቅዱስ ዮሐንስ ዘኢየሩሳሌም (annual) | አባ ሚካኤል ዘእስክንድርያ (annual) | እግዚአብሔር - በእግር የሚራመዱ በክንፍ የሚበሩና በልብ የሚሳቡ በየብስ የሚኖሩ ፍጥረታትን ፈጠረ (annual) | በዓታ ለእግዝእትነ ማርያም ድንግል ወላዲተ አምላክ (monthly) | ቅዱሳን ሊቃነ ካህናት አበው (ዘካርያስና ስምዖን) (monthly)
8-4,214,7,9,3,4,43,እግዚአብሔር የሰው ልጅን ፈጠረ (annual) | ቅዱሳን አብርሃ ወአጽብሐ (ጻድቃን ነገሥት) (annual) | ቅዱሳን ፊቅጦር ዳኬዎስና ኤርሞ (ሰማዕታት) (annual) | ቅድስት ሶፍያ ሰማዕት (monthly)
8-5,215,11,7,1,10,9,እግዚአብሔር ሰንበትን ቀደሰ (annual) | ቅዱስ ሕዝቅኤል ነቢይ (annual) | ቅዱስ ዲዮስቆሮስ (ክፉ ላለመናገር ዲንጋይ ጐርሶ የኖረ አባት) (annual) | ቅድስት ታኦድራ (annual) | ቅዱስ አርሳኒ (annual) | ቅዱስ ያሬድ ካህን (ልደቱ) (annual) | ቅዱስ ዼጥሮስ ሊቀ ሐዋርያት (monthly) | ቅዱስ ዻውሎስ ሐዋርያ (monthly) | ቅዱስ ዮሐኒ ኢትዮዽያዊ (monthly) | ቅዱስ አሞኒ ዘናሒሶ (monthly)
8-6,216,14,13,5,9,36,ቅዱስ ቶማስ ሐዋርያ (የጌታችንን ጐኑን የዳሰሰበት) (annual) | ቅድስት ማርያም ግብፃዊት (ከኃጢአት ሕይወት ተመልሳ በፍፁም ቅድስናዋ የተመሠከረላት እናት) (annual) | ቅድስት ደብረ ቁስቁዋም (monthly) | እናታችን ሐይከል (monthly) | ቅዱስ ባስልዮስ ዘቂሣርያ (monthly) | ቅዱስ ዮሴፍ አረጋዊ (monthly) | ቅድስት ሰሎሜ (monthly) | አባ አርከ ሥሉስ (monthly) | አባ ጽጌ ድንግል (monthly)
8-7,217,11,11,4,7,36,ቅዱስ አጋቦስ ሰማዕት (annual) | ቅድስት ቴዎድራ ሰማዕት (annual) | ቅዱስ አባ መቅሩፋ ጻድቅ (annual) | አባ ሲኖዳ (የባሕታውያን አለቃ) (monthly) | አባ ዳንኤል ዘገዳመ ሲሐት (monthly) | አባ ባውላ ገዳማዊ (monthly) | ቅዱስ አትናቴዎስ ሐዋርያዊ (monthly)
8-8,218,9,3,1,8,11,"ቅዱሳት ደናግል አጋሊዝ ኢራኒና ሱስንያ (annual) | ""፲፭0"" ቅዱሳን ሰማዕታት (ፋርስ (ኢራን) ውስጥ የተሰየፉ) (annual) | አባ ጢሞቴዎስ ሊቀ ዻዻሳት (annual) | ቅዱስ ሙሴ ሊቀ ነቢያት (monthly) | ኪሩቤል (አርባዕቱ እንስሳ) (monthly) | አባ ብሶይ (ቢሾይ) (monthly) | አባ ሳሙኤል ዘደብረ ቀልሞን (monthly) | ቅዱስ ማትያስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት) (monthly)"
8-9,219,8,8,3,5,38,"ቅዱሳን የብሔረ ብጹዐን ጻድቃን (annual) | ቅዱስ ኤስድሮስ ሕጻን ሰማዕት (ገና በ፲ ወር ዕድሜው ሰማዕት የሆነ) (annual) | አባ ሱንቱዩ ሊቀ ዻዻሳት (annual) | አባ በርሱማ ሶርያዊ (ለሶርያ መነኮሳት ኁሉ አባት) (monthly) | ""318ቱ"" ቅዱሳን ሊቃውንት (ርቱዐነ ሃይማኖት ዘኒቅያ) (monthly)"
8-10,220,9,6,2,7,22,ቅዱስ አባ ይስሐቅ ገዳማዊ (የታላቁ ዕብሎይ ደቀ መዝሙር) (annual) | አባ ገብርኤል ሊቀ ዻዻሳት (annual) | ቅዱስ ናትናኤል ሐዋርያ (monthly) | ቅዱስ ኒቆላዎስ ዘሃገረ ሜራ (monthly) | ቅዱስ ቆስጠንጢኖስ ጻድቅ ንጉሥ (monthly) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ) (monthly) | ቅድስት ዕሌኒ ንግስት (monthly)
8-11,221,9,10,4,5,44,ቅድስት ታኦድራ ገዳማዊት (annual) | አባ በኪሞስ ጻድቅ (annual) | ስምኦን ዘለምጽ (annual) | ቅዱስ ዮሐንስ ኤዺስ ቆዾስ (annual) | ቅዱስ ገላውዴዎስ ሰማዕት (monthly)
8-12,222,12,18,4,8,33,ቅዱስ ኤርምያስ ነቢይ (annual) | ቅዱስ አቤሜሌክ ኢትዮዽያዊ (annual) | ቅዱስ ባሮክ (annual) | ቅዱስ እለእስክንድሮስ ዘኢየሩሳሌም (annual) | ቅዱስ ማቴዎስ ሐዋርያ (monthly) | ቅዱስ ዮሐንስ አፈ ወርቅ (monthly) | ቅድስት ክርስቶስ ሠምራ (monthly) | ቅዱስ ድሜጥሮስ (monthly)
8-13,223,11,15,3,8,27,"ቅድስት ዲዮኒስ ዲያቆናዊት (የሐዋርያት ተከታይ የነበረች) (annual) | አባ ኢያሱና አባ ዮሴፍ (ሰማዕታት) (annual) | ቅዱስ መናድሌዎስ (annual) | አባ አኮላቲሞስ (annual) | ""99ኙ"" ነገደ መላዕክት (monthly) | ቅዱስ አስከናፍር (monthly) | ""፲፫ቱ"" ግኁሳን አባቶች (monthly) | ቅዱስ አርሳንዮስ ጠቢብ ገዳማዊ (monthly)"
8-14,224,8,2,1,7,12,አባ መክሲሞስ ሊቀ ጳጳሳት (annual) | ቅዱስ ገብረ ክርስቶስ መርዓዊ (monthly) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | ቅዱስ ሙሴ ( የእግዚአብሔር ሰው) (monthly) | አባ ስምዖን ገዳማዊ (monthly) | አባ ዮሐንስ ጻድቅ (monthly) | እናታችን ቅድስት ነሣሒት (monthly)
8-15,225,10,13,4,6,40,ቅዱስ ኒቆላዎስ ዘሀገረ ሜራ (ከ፫፲፰ቱ ሊቃውንት) (annual) | ቅዱስ አጋቦስ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | ቅድስት እለእስክንድርያ ሰማዕት (annual) | ቅዱስ ኤፍሬም ሶርያዊ (አፈ በረከት) (monthly) | ቅድስት እንባ መሪና (monthly) | ቅድስት ክርስጢና (monthly)
8-16,226,9,3,3,6,33,ቅዱስ አንቲቦስ ዘሀገረ በአርማ (ሐዋርያዊ ዻዻስና ሰማዕት) (annual) | ቅዱስ ሳባ ሰማዕት (annual) | ቅድስት ኤልሳቤጥ (የመጥምቁ ዮሐንስ እናት) (monthly) | ቅዱስ አኖሬዎስ ንጉሥ ጻድቅ (monthly) | አባ አቡናፍር ገዳማዊ (monthly) | አባ ዳንኤል ጻድቅ (monthly)
8-17,227,7,8,2,5,29,ቅዱስ ያዕቆብ ሐዋርያ ወልደ ዘብዴዎስ (ከ፲፪ቱ ሐዋርያት) (annual) | ቅዱስ ኤዺፋንዮስ ዘቆዽሮስ (monthly) | ቅዱሳን አበው መክሲሞስና ዱማቴዎስ (monthly) | አባ ዸላሞን ፈላሢ (monthly) | አባ ለትጹን የዋህ (monthly)
8-18,228,7,1,1,6,14,ቅዱስ አውሳብዮስ ሰማዕት (annual) | አባ ዼጥሮስ ሰማዕት (annual) | ሰማዕታተ ጠርሴስ (annual) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | አቡነ አኖሬዎስ ዘደብረ ጽጋጋ (monthly) | ማር ያዕቆብ ግብፃዊ (monthly)
8-19,229,7,8,3,4,43,"ቅዱስ ስምዖን ሰማዕት (አርማንያዊ) (annual) | ""፲፭0"" ቅዱሳን ሰማዕታት (የስምዖን ማሕበር) (annual) | ቅዱስ ኤስድሮስ ሰማዕት (monthly) | አቡነ ስነ ኢየሱስ (monthly)"
8-20,230,8,4,1,7,12,ቅዱስ በብኑዳ (ሰማዕት ወጻድቅ) (annual) | ቅዱስ ቄርሎስ ሚስቱና ፲፪ ልጆቹ ሰማዕታት (ከቅዱስ በብኑዳ ጋር የተገደሉ) (annual) | ቅዱስ ዮሐንስ ሐፂር (monthly) | ቅዱስ አክሎግ ቀሲስ (monthly) | ቅዱስ አፄ ካሌብ ጻድቅ (ንጉሠ ኢትዮዽያ) (monthly) | አባ አሞንዮስ ዘሃገረ ቶና (monthly) | ቅድስት ሳድዥ የዋሒት (monthly)
